Start,End,Status,Comments
2020-07-21T16:34:50.057262Z,2020-07-21T16:34:50.057262Z,out of bed,
2020-07-21T17:25:29.983698Z,2020-07-21T17:25:29.983698Z,meal,breakfast
2020-07-21T17:25:29.983698Z,2020-07-21T17:25:29.983698Z,drink,with breakfast
2020-07-21T20:25:32.778651Z,2020-07-21T20:25:32.778651Z,chocolate,
2020-07-22T01:24:39.781489Z,2020-07-22T01:24:39.781489Z,meal,dinner
2020-07-22T02:12:51.540936Z,2020-07-22T02:12:51.540936Z,alcohol,
2020-07-22T04:14:21.743043Z,2020-07-22T04:14:21.743043Z,sleep aid,
2020-07-22T05:22:02.713129Z,2020-07-22T05:22:02.713129Z,lights off,
2020-07-22T05:27:01.701965Z,2020-07-22T05:27:01.701965Z,in bed,
2020-07-22T05:51:40.993359Z,2020-07-22T14:04:11.956000Z,asleep,
2020-07-22T14:51:39.185467Z,2020-07-22T14:51:39.185467Z,out of bed,
2020-07-22T14:56:39.185467Z,2020-07-22T14:56:39.185467Z,chocolate,
2020-07-22T15:22:18.523688Z,2020-07-22T15:22:18.523688Z,meal,breakfast
2020-07-22T15:22:18.523688Z,2020-07-22T15:22:18.523688Z,drink,with breakfast
2020-07-22T22:00:22.440646Z,2020-07-22T22:00:22.440646Z,caffeine,
2020-07-23T00:46:41.488270Z,2020-07-23T00:46:41.488270Z,snack,
2020-07-23T03:08:19.187590Z,2020-07-23T03:08:19.187590Z,toilet,
2020-07-23T03:39:40.974756Z,2020-07-23T03:39:40.974756Z,sleep aid,
2020-07-23T04:33:22.222806Z,2020-07-23T04:33:22.222806Z,in bed,
2020-07-23T04:33:24.187220Z,2020-07-23T04:33:24.187220Z,lights off,
2020-07-23T05:32:16.920903Z,2020-07-23T13:14:13.351251Z,asleep,
2020-07-23T13:24:59.920151Z,2020-07-23T13:24:59.920151Z,out of bed,
2020-07-23T13:29:59.920151Z,2020-07-23T13:29:59.920151Z,chocolate,
2020-07-23T13:48:10.942079Z,2020-07-23T13:48:10.942079Z,meal,breakfast
2020-07-23T13:48:10.942079Z,2020-07-23T13:48:10.942079Z,drink,with breakfast
2020-07-23T14:22:46.796179Z,2020-07-23T14:22:46.796179Z,caffeine,
2020-07-23T17:16:49.350195Z,2020-07-23T17:16:49.350195Z,meal,lunch
2020-07-23T19:15:01.423141Z,2020-07-23T19:15:01.423141Z,toilet,
2020-07-23T22:07:39.685558Z,2020-07-23T22:07:39.685558Z,snack,
2020-07-23T23:41:56.695579Z,2020-07-23T23:41:56.695579Z,meal,dinner
2020-07-24T03:17:41.285501Z,2020-07-24T03:17:41.285501Z,lights off,
2020-07-24T03:40:29.571264Z,2020-07-24T03:40:29.571264Z,in bed,
2020-07-24T03:45:26.299719Z,2020-07-24T10:45:13.694554Z,asleep,
2020-07-24T10:54:46.671586Z,2020-07-24T10:54:46.671586Z,out of bed,
2020-07-24T11:26:50.419690Z,2020-07-24T11:26:50.419690Z,meal,breakfast
2020-07-24T11:26:50.419690Z,2020-07-24T11:26:50.419690Z,drink,with breakfast
2020-07-24T14:53:47.820799Z,2020-07-24T14:53:47.820799Z,meal,lunch
2020-07-24T19:10:34.566395Z,2020-07-24T19:10:34.566395Z,meal,dinner
2020-07-24T20:35:27.845685Z,2020-07-24T20:35:27.845685Z,snack,
2020-07-24T21:58:49.367076Z,2020-07-24T21:58:49.367076Z,toilet,
2020-07-24T23:30:32.852087Z,2020-07-24T23:30:32.852087Z,chocolate,
2020-07-25T07:08:48.618696Z,2020-07-25T07:08:48.618696Z,lights off,
2020-07-25T07:32:47.883288Z,2020-07-25T07:32:47.883288Z,in bed,
2020-07-25T08:04:54.803906Z,2020-07-25T16:46:32.195221Z,asleep,
2020-07-25T17:47:35.213524Z,2020-07-25T17:47:35.213524Z,out of bed,
2020-07-25T17:52:35.213524Z,2020-07-25T17:52:35.213524Z,chocolate,
2020-07-25T18:14:20.863436Z,2020-07-25T18:14:20.863436Z,meal,breakfast
2020-07-25T18:14:20.863436Z,2020-07-25T18:14:20.863436Z,drink,with breakfast
2020-07-25T20:31:25.591182Z,2020-07-25T20:31:25.591182Z,meal,lunch
2020-07-25T20:41:30.865390Z,2020-07-25T20:41:30.865390Z,snack,
2020-07-26T01:52:30.942946Z,2020-07-26T01:52:30.942946Z,meal,dinner
2020-07-26T04:34:04.410598Z,2020-07-26T04:34:04.410598Z,lights off,
2020-07-26T05:17:44.699520Z,2020-07-26T05:17:44.699520Z,in bed,
2020-07-26T05:34:39.127887Z,2020-07-26T13:17:32.022771Z,asleep,
2020-07-26T09:21:49.983132Z,2020-07-26T09:21:49.983132Z,night noise,
2020-07-26T13:40:26.950617Z,2020-07-26T13:40:26.950617Z,out of bed,
2020-07-26T14:16:38.293954Z,2020-07-26T14:16:38.293954Z,meal,breakfast
2020-07-26T14:16:38.293954Z,2020-07-26T14:16:38.293954Z,drink,with breakfast
2020-07-26T17:15:34.667638Z,2020-07-26T17:15:34.667638Z,meal,lunch
2020-07-26T22:19:03.934855Z,2020-07-26T22:19:03.934855Z,snack,
2020-07-26T22:41:52.221317Z,2020-07-26T22:41:52.221317Z,meal,dinner
2020-07-27T03:42:02.705361Z,2020-07-27T03:42:02.705361Z,sleep aid,
2020-07-27T04:29:43.477259Z,2020-07-27T04:29:43.477259Z,lights off,
2020-07-27T04:41:06.013639Z,2020-07-27T04:41:06.013639Z,in bed,
2020-07-27T05:38:16.734813Z,2020-07-27T13:56:33.564637Z,asleep,
2020-07-27T10:28:07.137186Z,2020-07-27T10:28:07.137186Z,night noise,
2020-07-27T14:35:52.340064Z,2020-07-27T14:35:52.340064Z,out of bed,
2020-07-27T15:12:12.023543Z,2020-07-27T15:12:12.023543Z,meal,breakfast
2020-07-27T15:12:12.023543Z,2020-07-27T15:12:12.023543Z,drink,with breakfast
2020-07-27T23:01:56.025279Z,2020-07-27T23:01:56.025279Z,toilet,
2020-07-28T01:48:30.791750Z,2020-07-28T01:48:30.791750Z,snack,
2020-07-28T03:34:15.066316Z,2020-07-28T03:34:15.066316Z,in bed,
2020-07-28T03:35:07.049279Z,2020-07-28T03:35:07.049279Z,lights off,
2020-07-28T04:14:10.522341Z,2020-07-28T12:03:03.074187Z,asleep,
2020-07-28T12:35:23.226047Z,2020-07-28T12:35:23.226047Z,out of bed,
2020-07-28T12:51:19.636462Z,2020-07-28T12:51:19.636462Z,meal,breakfast
2020-07-28T12:51:19.636462Z,2020-07-28T12:51:19.636462Z,drink,with breakfast
2020-07-28T17:44:31.801402Z,2020-07-28T17:44:31.801402Z,caffeine,
2020-07-28T20:54:31.018614Z,2020-07-28T20:54:31.018614Z,meal,dinner
2020-07-28T23:39:35.713597Z,2020-07-28T23:39:35.713597Z,toilet,
2020-07-29T00:56:27.429359Z,2020-07-29T00:56:27.429359Z,toilet,
2020-07-29T03:33:54.552811Z,2020-07-29T03:33:54.552811Z,sleep aid,
2020-07-29T04:38:54.475006Z,2020-07-29T04:38:54.475006Z,in bed,
2020-07-29T04:53:37.727417Z,2020-07-29T04:53:37.727417Z,lights off,
2020-07-29T04:58:53.878688Z,2020-07-29T12:46:45.362178Z,asleep,
2020-07-29T13:20:29.132831Z,2020-07-29T13:20:29.132831Z,out of bed,
2020-07-29T14:00:21.921538Z,2020-07-29T14:00:21.921538Z,meal,breakfast
2020-07-29T14:00:21.921538Z,2020-07-29T14:00:21.921538Z,drink,with breakfast
2020-07-29T15:07:05.726011Z,2020-07-29T15:07:05.726011Z,chocolate,
2020-07-29T17:29:02.885526Z,2020-07-29T17:29:02.885526Z,meal,lunch
2020-07-29T21:52:49.592160Z,2020-07-29T21:52:49.592160Z,toilet,
2020-07-30T00:11:13.174263Z,2020-07-30T00:11:13.174263Z,meal,dinner
2020-07-30T04:48:01.710337Z,2020-07-30T04:48:01.710337Z,lights off,
2020-07-30T04:49:11.024284Z,2020-07-30T04:49:11.024284Z,in bed,
2020-07-30T06:24:27.100907Z,2020-07-30T15:13:11.797727Z,asleep,
2020-07-30T15:55:21.358103Z,2020-07-30T15:55:21.358103Z,out of bed,
2020-07-30T16:24:35.616505Z,2020-07-30T16:24:35.616505Z,meal,breakfast
2020-07-30T20:34:43.307571Z,2020-07-30T20:34:43.307571Z,chocolate,
2020-07-30T21:05:31.150244Z,2020-07-30T21:05:31.150244Z,caffeine,
2020-07-30T21:53:17.158909Z,2020-07-30T21:53:17.158909Z,snack,
2020-07-31T00:55:50.032835Z,2020-07-31T00:55:50.032835Z,meal,dinner
2020-07-31T06:15:53.932154Z,2020-07-31T06:15:53.932154Z,sleep aid,
2020-07-31T06:35:05.778799Z,2020-07-31T06:35:05.778799Z,lights off,
2020-07-31T06:44:45.316141Z,2020-07-31T06:44:45.316141Z,in bed,
2020-07-31T07:32:29.973734Z,2020-07-31T15:25:37.628848Z,asleep,
2020-07-31T15:47:30.687971Z,2020-07-31T15:47:30.687971Z,out of bed,
2020-07-31T15:47:30.687971Z,2020-07-31T15:47:30.687971Z,toilet,
2020-07-31T15:56:19.881260Z,2020-07-31T15:56:19.881260Z,chocolate,
2020-07-31T16:35:42.692430Z,2020-07-31T16:35:42.692430Z,meal,breakfast
2020-07-31T16:35:42.692430Z,2020-07-31T16:35:42.692430Z,drink,with breakfast
2020-07-31T19:17:11.410668Z,2020-07-31T19:17:11.410668Z,caffeine,
2020-07-31T20:00:19.553303Z,2020-07-31T20:00:19.553303Z,meal,lunch
2020-08-01T00:19:33.056451Z,2020-08-01T00:19:33.056451Z,snack,
2020-08-01T01:28:59.775600Z,2020-08-01T01:28:59.775600Z,meal,dinner
2020-08-01T04:30:55.975139Z,2020-08-01T04:30:55.975139Z,sleep aid,
2020-08-01T05:16:44.169964Z,2020-08-01T05:16:44.169964Z,lights off,
2020-08-01T05:26:47.773619Z,2020-08-01T05:26:47.773619Z,in bed,
2020-08-01T05:34:01.553182Z,2020-08-01T15:27:40.925743Z,asleep,
2020-08-01T15:49:24.688852Z,2020-08-01T15:49:24.688852Z,out of bed,
2020-08-01T16:00:21.884619Z,2020-08-01T16:00:21.884619Z,meal,breakfast
2020-08-01T19:23:29.379664Z,2020-08-01T19:23:29.379664Z,chocolate,
2020-08-01T20:58:09.804915Z,2020-08-01T20:58:09.804915Z,caffeine,
2020-08-01T21:47:50.609749Z,2020-08-01T21:47:50.609749Z,toilet,
2020-08-02T00:08:01.948151Z,2020-08-02T00:08:01.948151Z,snack,
2020-08-02T01:21:57.128004Z,2020-08-02T01:21:57.128004Z,sleep aid,
2020-08-02T02:30:20.808344Z,2020-08-02T02:30:20.808344Z,in bed,
2020-08-02T02:56:49.496070Z,2020-08-02T02:56:49.496070Z,lights off,
2020-08-02T03:22:43.229719Z,2020-08-02T11:12:01.295620Z,asleep,
2020-08-02T12:05:01.052283Z,2020-08-02T12:05:01.052283Z,out of bed,
2020-08-02T12:10:01.052283Z,2020-08-02T12:10:01.052283Z,chocolate,
2020-08-02T12:26:55.112110Z,2020-08-02T12:26:55.112110Z,meal,breakfast
2020-08-02T12:26:55.112110Z,2020-08-02T12:26:55.112110Z,drink,with breakfast
2020-08-02T18:38:01.556564Z,2020-08-02T18:38:01.556564Z,caffeine,
2020-08-03T04:14:22.892070Z,2020-08-03T04:14:22.892070Z,in bed,
2020-08-03T04:18:08.630158Z,2020-08-03T04:18:08.630158Z,lights off,
2020-08-03T04:56:16.409897Z,2020-08-03T12:05:06.105197Z,asleep,
2020-08-03T12:48:30.842000Z,2020-08-03T12:48:30.842000Z,out of bed,
2020-08-03T16:14:08.217496Z,2020-08-03T16:14:08.217496Z,meal,lunch
2020-08-03T18:15:31.856604Z,2020-08-03T18:15:31.856604Z,chocolate,
2020-08-03T21:57:30.633446Z,2020-08-03T21:57:30.633446Z,meal,dinner
2020-08-03T23:32:20.674505Z,2020-08-03T23:32:20.674505Z,snack,
2020-08-04T04:25:29.722317Z,2020-08-04T04:25:29.722317Z,sleep aid,
2020-08-04T05:33:09.883094Z,2020-08-04T05:33:09.883094Z,lights off,
2020-08-04T05:39:39.127297Z,2020-08-04T05:39:39.127297Z,in bed,
2020-08-04T07:19:39.959220Z,2020-08-04T13:58:05.577605Z,asleep,
2020-08-04T13:12:46.502433Z,2020-08-04T13:12:46.502433Z,night noise,
2020-08-04T14:27:01.243706Z,2020-08-04T14:27:01.243706Z,out of bed,
2020-08-04T14:27:01.243706Z,2020-08-04T14:27:01.243706Z,toilet,
2020-08-04T14:32:01.243706Z,2020-08-04T14:32:01.243706Z,caffeine,
2020-08-04T14:54:18.245566Z,2020-08-04T14:54:18.245566Z,drink,with breakfast
2020-08-04T16:28:13.053836Z,2020-08-04T16:28:13.053836Z,chocolate,
2020-08-04T18:45:23.379818Z,2020-08-04T18:45:23.379818Z,meal,lunch
2020-08-05T00:06:05.464520Z,2020-08-05T00:06:05.464520Z,meal,dinner
2020-08-05T01:45:40.376191Z,2020-08-05T01:45:40.376191Z,toilet,
2020-08-05T02:46:22.749480Z,2020-08-05T02:46:22.749480Z,lights off,
2020-08-05T02:58:27.399645Z,2020-08-05T02:58:27.399645Z,in bed,
2020-08-05T03:46:49.535907Z,2020-08-05T11:52:29.334108Z,asleep,
2020-08-05T09:03:44.301291Z,2020-08-05T09:03:44.301291Z,night noise,
2020-08-05T12:38:54.637855Z,2020-08-05T12:38:54.637855Z,out of bed,
2020-08-05T12:43:54.637855Z,2020-08-05T12:43:54.637855Z,meal,breakfast
2020-08-05T12:43:54.637855Z,2020-08-05T12:43:54.637855Z,caffeine,
2020-08-05T12:43:54.637855Z,2020-08-05T12:43:54.637855Z,drink,with breakfast
2020-08-05T19:12:02.108378Z,2020-08-05T19:12:02.108378Z,chocolate,
2020-08-06T03:56:15.632684Z,2020-08-06T03:56:15.632684Z,lights off,
2020-08-06T04:09:50.915750Z,2020-08-06T04:09:50.915750Z,in bed,
2020-08-06T04:47:36.871944Z,2020-08-06T11:43:22.047129Z,asleep,
2020-08-06T12:20:09.463775Z,2020-08-06T12:20:09.463775Z,out of bed,
2020-08-06T12:25:09.463775Z,2020-08-06T12:25:09.463775Z,chocolate,
2020-08-06T12:55:51.934357Z,2020-08-06T12:55:51.934357Z,meal,breakfast
2020-08-06T12:55:51.934357Z,2020-08-06T12:55:51.934357Z,drink,with breakfast
2020-08-06T16:48:18.409060Z,2020-08-06T16:48:18.409060Z,caffeine,
2020-08-06T21:17:41.931352Z,2020-08-06T21:17:41.931352Z,meal,dinner
2020-08-06T22:06:10.701913Z,2020-08-06T22:06:10.701913Z,snack,
2020-08-06T22:38:53.194637Z,2020-08-06T22:38:53.194637Z,toilet,
2020-08-07T00:49:33.799532Z,2020-08-07T00:49:33.799532Z,alcohol,
2020-08-07T02:02:50.560240Z,2020-08-07T02:02:50.560240Z,sleep aid,
2020-08-07T02:47:16.918047Z,2020-08-07T02:47:16.918047Z,in bed,
2020-08-07T02:50:33.258475Z,2020-08-07T02:50:33.258475Z,lights off,
2020-08-07T04:17:54.492052Z,2020-08-07T11:13:10.992469Z,asleep,
2020-08-07T07:41:12.334349Z,2020-08-07T07:41:12.334349Z,night noise,
2020-08-07T12:01:47.471863Z,2020-08-07T12:01:47.471863Z,out of bed,
2020-08-07T12:11:36.855400Z,2020-08-07T12:11:36.855400Z,meal,breakfast
2020-08-07T12:11:36.855400Z,2020-08-07T12:11:36.855400Z,drink,with breakfast
2020-08-07T14:09:08.742018Z,2020-08-07T14:09:08.742018Z,caffeine,
2020-08-07T16:09:01.618389Z,2020-08-07T16:09:01.618389Z,meal,lunch
2020-08-07T16:09:52.742881Z,2020-08-07T16:09:52.742881Z,snack,
2020-08-07T22:16:45.500650Z,2020-08-07T22:16:45.500650Z,meal,dinner
2020-08-08T03:33:34.860838Z,2020-08-08T03:33:34.860838Z,sleep aid,
2020-08-08T04:02:00.448941Z,2020-08-08T04:02:00.448941Z,lights off,
2020-08-08T04:20:37.174722Z,2020-08-08T04:20:37.174722Z,in bed,
2020-08-08T04:57:43.749415Z,2020-08-08T12:26:53.929573Z,asleep,
2020-08-08T08:48:18.581185Z,2020-08-08T08:48:18.581185Z,night noise,
2020-08-08T13:04:14.421448Z,2020-08-08T13:04:14.421448Z,out of bed,
2020-08-08T13:36:01.659593Z,2020-08-08T13:36:01.659593Z,caffeine,
2020-08-08T13:39:18.520820Z,2020-08-08T13:39:18.520820Z,meal,breakfast
2020-08-08T13:39:18.520820Z,2020-08-08T13:39:18.520820Z,drink,with breakfast
2020-08-08T15:06:53.120629Z,2020-08-08T15:06:53.120629Z,toilet,
2020-08-08T15:50:00.614356Z,2020-08-08T15:50:00.614356Z,chocolate,
2020-08-08T21:33:36.927583Z,2020-08-08T21:33:36.927583Z,meal,dinner
2020-08-08T22:31:25.150432Z,2020-08-08T22:31:25.150432Z,toilet,
2020-08-09T01:30:45.706136Z,2020-08-09T01:30:45.706136Z,alcohol,
2020-08-09T05:47:13.162461Z,2020-08-09T05:47:13.162461Z,in bed,
2020-08-09T05:50:53.936306Z,2020-08-09T05:50:53.936306Z,lights off,
2020-08-09T06:29:58.304178Z,2020-08-09T14:19:16.535643Z,asleep,
2020-08-09T15:13:23.646938Z,2020-08-09T15:13:23.646938Z,out of bed,
2020-08-09T15:57:29.692425Z,2020-08-09T15:57:29.692425Z,meal,breakfast
2020-08-09T15:57:29.692425Z,2020-08-09T15:57:29.692425Z,drink,with breakfast
2020-08-09T22:36:07.541027Z,2020-08-09T22:36:07.541027Z,snack,
2020-08-09T23:30:49.087293Z,2020-08-09T23:30:49.087293Z,meal,dinner
2020-08-10T00:09:53.465850Z,2020-08-10T00:09:53.465850Z,caffeine,
2020-08-10T00:38:38.023871Z,2020-08-10T00:38:38.023871Z,chocolate,
2020-08-10T04:31:39.413729Z,2020-08-10T04:31:39.413729Z,lights off,
2020-08-10T04:34:25.643177Z,2020-08-10T04:34:25.643177Z,in bed,
2020-08-10T04:57:21.332006Z,2020-08-10T12:30:54.179389Z,asleep,
2020-08-10T13:04:48.468632Z,2020-08-10T13:04:48.468632Z,out of bed,
2020-08-10T13:09:48.468632Z,2020-08-10T13:09:48.468632Z,chocolate,
2020-08-10T13:34:24.428827Z,2020-08-10T13:34:24.428827Z,meal,breakfast
2020-08-10T15:33:50.911308Z,2020-08-10T15:33:50.911308Z,toilet,
2020-08-10T22:31:36.452145Z,2020-08-10T22:31:36.452145Z,meal,dinner
2020-08-10T22:52:47.117836Z,2020-08-10T22:52:47.117836Z,snack,
2020-08-11T01:48:40.504118Z,2020-08-11T01:48:40.504118Z,sleep aid,
2020-08-11T03:04:48.015712Z,2020-08-11T03:04:48.015712Z,in bed,
2020-08-11T03:08:03.150501Z,2020-08-11T03:08:03.150501Z,lights off,
2020-08-11T03:52:25.011696Z,2020-08-11T11:00:12.009214Z,asleep,
2020-08-11T11:08:05.279694Z,2020-08-11T11:08:05.279694Z,night noise,
2020-08-11T11:46:05.557311Z,2020-08-11T11:46:05.557311Z,out of bed,
2020-08-11T13:01:50.119649Z,2020-08-11T13:01:50.119649Z,drink,with breakfast
2020-08-11T13:18:15.449863Z,2020-08-11T13:18:15.449863Z,chocolate,
2020-08-11T13:30:35.781485Z,2020-08-11T13:30:35.781485Z,caffeine,
2020-08-11T16:16:36.629027Z,2020-08-11T16:16:36.629027Z,meal,lunch
2020-08-11T17:56:46.042445Z,2020-08-11T17:56:46.042445Z,snack,
2020-08-11T20:05:28.931334Z,2020-08-11T20:05:28.931334Z,meal,dinner
2020-08-12T04:01:10.567294Z,2020-08-12T04:01:10.567294Z,in bed,
2020-08-12T04:22:44.745664Z,2020-08-12T04:22:44.745664Z,lights off,
2020-08-12T05:28:30.985013Z,2020-08-12T12:39:58.335937Z,asleep,
2020-08-12T13:16:01.308568Z,2020-08-12T13:16:01.308568Z,out of bed,
2020-08-12T13:52:12.696888Z,2020-08-12T13:52:12.696888Z,drink,with breakfast
2020-08-12T16:48:10.604470Z,2020-08-12T16:48:10.604470Z,meal,lunch
2020-08-12T16:56:20.606906Z,2020-08-12T16:56:20.606906Z,caffeine,
2020-08-12T20:38:52.712490Z,2020-08-12T20:38:52.712490Z,meal,dinner
2020-08-12T23:13:20.005430Z,2020-08-12T23:13:20.005430Z,toilet,
2020-08-13T01:53:54.206036Z,2020-08-13T01:53:54.206036Z,chocolate,
2020-08-13T04:39:31.555195Z,2020-08-13T04:39:31.555195Z,sleep aid,
2020-08-13T05:32:28.117584Z,2020-08-13T13:35:51.657954Z,asleep,
2020-08-13T05:32:28.117584Z,2020-08-13T05:32:28.117584Z,in bed,
2020-08-13T05:32:28.117584Z,2020-08-13T05:32:28.117584Z,lights off,
2020-08-13T14:07:53.822516Z,2020-08-13T14:07:53.822516Z,out of bed,
2020-08-13T14:24:33.994810Z,2020-08-13T14:24:33.994810Z,meal,breakfast
2020-08-13T14:24:33.994810Z,2020-08-13T14:24:33.994810Z,drink,with breakfast
2020-08-13T16:03:50.368950Z,2020-08-13T16:03:50.368950Z,toilet,
2020-08-13T16:10:47.912183Z,2020-08-13T16:10:47.912183Z,caffeine,
2020-08-13T17:25:24.063610Z,2020-08-13T17:25:24.063610Z,meal,lunch
2020-08-13T17:36:17.563126Z,2020-08-13T17:36:17.563126Z,chocolate,
2020-08-13T20:34:42.655360Z,2020-08-13T20:34:42.655360Z,snack,
2020-08-13T21:33:29.403630Z,2020-08-13T21:33:29.403630Z,alcohol,
2020-08-13T23:25:33.449843Z,2020-08-13T23:25:33.449843Z,meal,dinner
2020-08-14T02:53:10.862074Z,2020-08-14T02:53:10.862074Z,toilet,
2020-08-14T03:27:14.999183Z,2020-08-14T03:27:14.999183Z,lights off,
2020-08-14T03:27:15.495136Z,2020-08-14T03:27:15.495136Z,in bed,
2020-08-14T04:02:37.875412Z,2020-08-14T11:46:14.535607Z,asleep,
2020-08-14T12:20:57.609463Z,2020-08-14T12:20:57.609463Z,out of bed,
2020-08-14T12:39:55.216220Z,2020-08-14T12:39:55.216220Z,caffeine,
2020-08-14T13:22:27.082336Z,2020-08-14T13:22:27.082336Z,meal,breakfast
2020-08-14T13:22:27.082336Z,2020-08-14T13:22:27.082336Z,drink,with breakfast
2020-08-14T15:40:09.380311Z,2020-08-14T15:40:09.380311Z,snack,
2020-08-14T16:45:37.414075Z,2020-08-14T16:45:37.414075Z,toilet,
2020-08-14T20:50:08.028076Z,2020-08-14T20:50:08.028076Z,meal,dinner
2020-08-15T02:37:11.848620Z,2020-08-15T02:37:11.848620Z,sleep aid,
2020-08-15T03:35:06.628478Z,2020-08-15T03:35:06.628478Z,lights off,
2020-08-15T03:49:57.383376Z,2020-08-15T10:45:40.172787Z,asleep,
2020-08-15T03:49:57.383376Z,2020-08-15T03:49:57.383376Z,in bed,
2020-08-15T11:01:32.245737Z,2020-08-15T11:01:32.245737Z,out of bed,
2020-08-15T11:23:37.317559Z,2020-08-15T11:23:37.317559Z,meal,breakfast
2020-08-15T11:23:37.317559Z,2020-08-15T11:23:37.317559Z,drink,with breakfast
2020-08-15T14:15:48.515317Z,2020-08-15T14:15:48.515317Z,chocolate,
2020-08-15T14:58:45.926127Z,2020-08-15T14:58:45.926127Z,meal,lunch
2020-08-15T19:32:50.547451Z,2020-08-15T19:32:50.547451Z,meal,dinner
2020-08-15T19:49:08.400589Z,2020-08-15T19:49:08.400589Z,toilet,
2020-08-16T04:59:46.356357Z,2020-08-16T04:59:46.356357Z,lights off,
2020-08-16T05:01:09.950382Z,2020-08-16T13:47:00.331922Z,asleep,
2020-08-16T05:01:09.950382Z,2020-08-16T05:01:09.950382Z,in bed,
2020-08-16T13:48:50.501740Z,2020-08-16T13:48:50.501740Z,out of bed,
2020-08-16T14:27:10.887250Z,2020-08-16T14:27:10.887250Z,meal,breakfast
2020-08-16T14:27:10.887250Z,2020-08-16T14:27:10.887250Z,drink,with breakfast
2020-08-16T17:22:56.057849Z,2020-08-16T17:22:56.057849Z,meal,lunch
2020-08-16T20:11:31.383851Z,2020-08-16T20:11:31.383851Z,chocolate,
2020-08-16T21:58:09.034328Z,2020-08-16T21:58:09.034328Z,snack,
2020-08-16T22:13:37.756561Z,2020-08-16T22:13:37.756561Z,meal,dinner
2020-08-17T04:00:40.916975Z,2020-08-17T04:00:40.916975Z,lights off,
2020-08-17T04:17:30.792653Z,2020-08-17T12:11:48.829281Z,asleep,
2020-08-17T04:17:30.792653Z,2020-08-17T04:17:30.792653Z,in bed,
2020-08-17T10:23:10.291902Z,2020-08-17T10:23:10.291902Z,night noise,
2020-08-17T12:09:03.045711Z,2020-08-17T12:09:03.045711Z,out of bed,
2020-08-17T12:14:03.045711Z,2020-08-17T12:14:03.045711Z,caffeine,
2020-08-17T12:43:19.508935Z,2020-08-17T12:43:19.508935Z,meal,breakfast
2020-08-17T13:31:35.333438Z,2020-08-17T13:31:35.333438Z,chocolate,
2020-08-17T14:44:30.168850Z,2020-08-17T14:44:30.168850Z,meal,lunch
2020-08-17T21:16:03.681744Z,2020-08-17T21:16:03.681744Z,meal,dinner
2020-08-18T05:26:28.819390Z,2020-08-18T05:26:28.819390Z,sleep aid,
2020-08-18T06:19:10.925681Z,2020-08-18T06:19:10.925681Z,in bed,
2020-08-18T06:28:21.318881Z,2020-08-18T06:28:21.318881Z,lights off,
2020-08-18T06:56:49.174240Z,2020-08-18T13:09:52.748052Z,asleep,
2020-08-18T13:40:40.207556Z,2020-08-18T13:40:40.207556Z,out of bed,
2020-08-18T13:48:54.732145Z,2020-08-18T13:48:54.732145Z,meal,breakfast
2020-08-18T13:48:54.732145Z,2020-08-18T13:48:54.732145Z,drink,with breakfast
2020-08-18T17:21:05.619832Z,2020-08-18T17:21:05.619832Z,chocolate,
2020-08-18T17:45:48.718147Z,2020-08-18T17:45:48.718147Z,meal,lunch
2020-08-18T19:12:41.882709Z,2020-08-18T19:12:41.882709Z,caffeine,
2020-08-19T01:17:27.105340Z,2020-08-19T01:17:27.105340Z,meal,dinner
2020-08-19T01:28:54.013399Z,2020-08-19T01:28:54.013399Z,snack,
2020-08-19T05:45:48.260201Z,2020-08-19T05:45:48.260201Z,sleep aid,
2020-08-19T06:45:50.696919Z,2020-08-19T06:45:50.696919Z,in bed,
2020-08-19T07:02:48.325415Z,2020-08-19T07:02:48.325415Z,lights off,
2020-08-19T07:32:21.207977Z,2020-08-19T15:43:47.959084Z,asleep,
2020-08-19T07:47:38.675841Z,2020-08-19T07:47:38.675841Z,night noise,
2020-08-19T16:08:37.909566Z,2020-08-19T16:08:37.909566Z,out of bed,
2020-08-19T16:13:37.909566Z,2020-08-19T16:13:37.909566Z,caffeine,
2020-08-19T16:17:13.209171Z,2020-08-19T16:17:13.209171Z,meal,breakfast
2020-08-19T16:17:13.209171Z,2020-08-19T16:17:13.209171Z,drink,with breakfast
2020-08-19T18:38:48.202434Z,2020-08-19T18:38:48.202434Z,meal,lunch
2020-08-19T22:23:03.651341Z,2020-08-19T22:23:03.651341Z,meal,dinner
2020-08-20T00:24:05.175640Z,2020-08-20T00:24:05.175640Z,chocolate,
2020-08-20T03:26:24.626996Z,2020-08-20T03:26:24.626996Z,toilet,
2020-08-20T04:48:23.709898Z,2020-08-20T04:48:23.709898Z,in bed,
2020-08-20T04:53:12.124129Z,2020-08-20T04:53:12.124129Z,lights off,
2020-08-20T05:14:14.456576Z,2020-08-20T15:23:46.295554Z,asleep,
2020-08-20T16:04:18.094363Z,2020-08-20T16:04:18.094363Z,out of bed,
2020-08-20T16:39:06.484749Z,2020-08-20T16:39:06.484749Z,meal,breakfast
2020-08-20T16:39:06.484749Z,2020-08-20T16:39:06.484749Z,drink,with breakfast
2020-08-20T19:29:21.476593Z,2020-08-20T19:29:21.476593Z,meal,lunch
2020-08-20T20:01:07.384395Z,2020-08-20T20:01:07.384395Z,chocolate,
2020-08-21T00:32:37.648367Z,2020-08-21T00:32:37.648367Z,snack,
