Start,End,Status,Comments
2020-07-01T06:51:03.354535Z,2020-07-01T06:51:03.354535Z,night noise,
2020-07-01T08:00:00Z,2020-07-01T08:00:00Z,alarm,
2020-07-01T08:09:25.367021Z,2020-07-01T08:09:25.367021Z,out of bed,
2020-07-01T09:12:49.186728Z,2020-07-01T09:12:49.186728Z,caffeine,
2020-07-02T01:18:45.696416Z,2020-07-02T01:18:45.696416Z,sleep aid,
2020-07-02T02:02:36.194209Z,2020-07-02T02:02:36.194209Z,lights off,
2020-07-02T02:15:58.904482Z,2020-07-02T08:03:00Z,asleep,
2020-07-02T02:15:58.904482Z,2020-07-02T02:15:58.904482Z,in bed,
2020-07-02T08:00:00Z,2020-07-02T08:00:00Z,alarm,
2020-07-02T08:33:25.416754Z,2020-07-02T08:33:25.416754Z,out of bed,
2020-07-02T08:57:27.970637Z,2020-07-02T08:57:27.970637Z,meal,breakfast
2020-07-02T08:57:27.970637Z,2020-07-02T08:57:27.970637Z,drink,with breakfast
2020-07-02T11:19:44.310102Z,2020-07-02T11:19:44.310102Z,caffeine,
2020-07-02T11:37:13.262699Z,2020-07-02T11:37:13.262699Z,meal,lunch
2020-07-02T11:41:55.275131Z,2020-07-02T11:41:55.275131Z,chocolate,
2020-07-02T12:58:20.373847Z,2020-07-02T12:58:20.373847Z,snack,
2020-07-02T18:19:48.461571Z,2020-07-02T18:19:48.461571Z,meal,dinner
2020-07-03T01:19:40.421962Z,2020-07-03T01:19:40.421962Z,lights off,
2020-07-03T01:43:36.291811Z,2020-07-03T01:43:36.291811Z,in bed,
2020-07-03T03:13:02.546755Z,2020-07-03T08:03:00Z,asleep,
2020-07-03T08:00:00Z,2020-07-03T08:00:00Z,alarm,
2020-07-03T08:48:17.482608Z,2020-07-03T08:48:17.482608Z,out of bed,
2020-07-03T09:12:29.467259Z,2020-07-03T09:12:29.467259Z,meal,breakfast
2020-07-03T16:20:34.507528Z,2020-07-03T16:20:34.507528Z,snack,
2020-07-03T18:06:16.271954Z,2020-07-03T18:06:16.271954Z,meal,dinner
2020-07-04T01:02:41.520417Z,2020-07-04T01:02:41.520417Z,sleep aid,
2020-07-04T01:27:51.471219Z,2020-07-04T01:27:51.471219Z,lights off,
2020-07-04T01:28:17.353592Z,2020-07-04T01:28:17.353592Z,in bed,
2020-07-04T01:53:40.062311Z,2020-07-04T10:16:44.214680Z,asleep,
2020-07-04T10:49:18.665443Z,2020-07-04T10:49:18.665443Z,out of bed,
2020-07-04T10:54:18.665443Z,2020-07-04T10:54:18.665443Z,caffeine,
2020-07-04T10:54:18.665443Z,2020-07-04T10:54:18.665443Z,chocolate,
2020-07-04T11:24:37.866005Z,2020-07-04T11:24:37.866005Z,meal,breakfast
2020-07-04T11:24:37.866005Z,2020-07-04T11:24:37.866005Z,drink,with breakfast
2020-07-04T14:55:26.168611Z,2020-07-04T14:55:26.168611Z,meal,lunch
2020-07-04T15:45:26.835012Z,2020-07-04T15:45:26.835012Z,snack,
2020-07-04T19:43:53.421977Z,2020-07-04T19:43:53.421977Z,meal,dinner
2020-07-04T22:12:14.410638Z,2020-07-04T22:12:14.410638Z,lights off,
2020-07-04T22:35:51.876118Z,2020-07-04T22:35:51.876118Z,in bed,
2020-07-04T22:49:07.185431Z,2020-07-05T08:48:15.301785Z,asleep,
2020-07-05T04:06:51.279096Z,2020-07-05T04:06:51.279096Z,night noise,
2020-07-05T08:55:12.435112Z,2020-07-05T08:55:12.435112Z,out of bed,
2020-07-05T09:34:31.560426Z,2020-07-05T09:34:31.560426Z,drink,with breakfast
2020-07-05T09:59:49.884525Z,2020-07-05T09:59:49.884525Z,caffeine,
2020-07-05T12:08:34.992206Z,2020-07-05T12:08:34.992206Z,meal,lunch
2020-07-05T15:22:52.012944Z,2020-07-05T15:22:52.012944Z,toilet,
2020-07-05T17:09:01.444617Z,2020-07-05T17:09:01.444617Z,meal,dinner
2020-07-05T17:19:59.461326Z,2020-07-05T17:19:59.461326Z,snack,
2020-07-05T19:18:20.784757Z,2020-07-05T19:18:20.784757Z,chocolate,
2020-07-05T23:50:29.167467Z,2020-07-05T23:50:29.167467Z,lights off,
2020-07-06T00:05:57.893060Z,2020-07-06T00:05:57.893060Z,in bed,
2020-07-06T00:36:58.411500Z,2020-07-06T08:03:00Z,asleep,
2020-07-06T04:57:07.509102Z,2020-07-06T04:57:07.509102Z,night noise,
2020-07-06T07:59:14.851903Z,2020-07-06T07:59:14.851903Z,out of bed,
2020-07-06T08:00:00Z,2020-07-06T08:00:00Z,alarm,
2020-07-06T08:19:45.684419Z,2020-07-06T08:19:45.684419Z,meal,breakfast
2020-07-06T08:19:45.684419Z,2020-07-06T08:19:45.684419Z,drink,with breakfast
2020-07-06T10:56:34.276278Z,2020-07-06T10:56:34.276278Z,meal,lunch
2020-07-06T14:45:47.690696Z,2020-07-06T14:45:47.690696Z,chocolate,
2020-07-06T15:19:01.387129Z,2020-07-06T15:19:01.387129Z,meal,dinner
2020-07-06T15:22:14.517582Z,2020-07-06T15:22:14.517582Z,caffeine,
2020-07-07T00:37:12.093795Z,2020-07-07T08:03:00Z,asleep,
2020-07-07T00:37:12.093795Z,2020-07-07T00:37:12.093795Z,in bed,
2020-07-07T00:37:12.093795Z,2020-07-07T00:37:12.093795Z,lights off,
2020-07-07T08:00:00Z,2020-07-07T08:00:00Z,alarm,
2020-07-07T08:36:32.681575Z,2020-07-07T08:36:32.681575Z,out of bed,
2020-07-07T08:41:32.681575Z,2020-07-07T08:41:32.681575Z,caffeine,
2020-07-07T09:28:06.212474Z,2020-07-07T09:28:06.212474Z,meal,breakfast
2020-07-07T09:28:06.212474Z,2020-07-07T09:28:06.212474Z,drink,with breakfast
2020-07-07T14:19:40.001319Z,2020-07-07T14:19:40.001319Z,toilet,
2020-07-07T15:11:36.837390Z,2020-07-07T15:11:36.837390Z,chocolate,
2020-07-07T19:25:17.860508Z,2020-07-07T19:25:17.860508Z,snack,
2020-07-07T23:54:43.470828Z,2020-07-07T23:54:43.470828Z,lights off,
2020-07-08T00:01:27.936683Z,2020-07-08T00:01:27.936683Z,in bed,
2020-07-08T00:05:59.108681Z,2020-07-08T08:03:00Z,asleep,
2020-07-08T05:09:12.655200Z,2020-07-08T05:09:12.655200Z,night noise,
2020-07-08T08:00:00Z,2020-07-08T08:00:00Z,alarm,
2020-07-08T08:44:48.991987Z,2020-07-08T08:44:48.991987Z,out of bed,
2020-07-08T08:49:48.991987Z,2020-07-08T08:49:48.991987Z,chocolate,
2020-07-08T09:14:29.662621Z,2020-07-08T09:14:29.662621Z,meal,breakfast
2020-07-08T09:14:29.662621Z,2020-07-08T09:14:29.662621Z,drink,with breakfast
2020-07-08T12:34:45.917432Z,2020-07-08T12:34:45.917432Z,meal,lunch
2020-07-08T19:09:02.204204Z,2020-07-08T19:09:02.204204Z,meal,dinner
2020-07-08T22:42:10.612929Z,2020-07-08T22:42:10.612929Z,sleep aid,
2020-07-08T23:51:17.586890Z,2020-07-08T23:51:17.586890Z,in bed,
2020-07-08T23:55:01.780514Z,2020-07-09T08:03:00Z,asleep,
2020-07-08T23:55:01.780514Z,2020-07-08T23:55:01.780514Z,lights off,
2020-07-09T08:00:00Z,2020-07-09T08:00:00Z,alarm,
2020-07-09T08:25:27.524640Z,2020-07-09T08:25:27.524640Z,out of bed,
2020-07-09T08:47:27.301596Z,2020-07-09T08:47:27.301596Z,drink,with breakfast
2020-07-09T09:43:24.519709Z,2020-07-09T09:43:24.519709Z,chocolate,
2020-07-09T15:22:35.777569Z,2020-07-09T15:22:35.777569Z,caffeine,
2020-07-09T15:43:30.966344Z,2020-07-09T15:43:30.966344Z,toilet,
2020-07-10T01:12:12.755335Z,2020-07-10T01:12:12.755335Z,sleep aid,
2020-07-10T02:11:11.098113Z,2020-07-10T02:11:11.098113Z,in bed,
2020-07-10T02:22:46.400657Z,2020-07-10T02:22:46.400657Z,lights off,
2020-07-10T03:19:41.175585Z,2020-07-10T08:03:00Z,asleep,
2020-07-10T08:00:00Z,2020-07-10T08:00:00Z,alarm,
2020-07-10T08:41:22.102041Z,2020-07-10T08:41:22.102041Z,out of bed,
2020-07-10T09:19:03.361225Z,2020-07-10T09:19:03.361225Z,meal,breakfast
2020-07-10T09:19:03.361225Z,2020-07-10T09:19:03.361225Z,drink,with breakfast
2020-07-10T12:48:07.003374Z,2020-07-10T12:48:07.003374Z,meal,lunch
2020-07-10T13:43:55.284586Z,2020-07-10T13:43:55.284586Z,toilet,
2020-07-10T14:03:27.663600Z,2020-07-10T14:03:27.663600Z,chocolate,
2020-07-10T16:37:15.943178Z,2020-07-10T16:37:15.943178Z,meal,dinner
2020-07-10T18:06:20.350134Z,2020-07-10T18:06:20.350134Z,caffeine,
2020-07-11T01:07:28.414994Z,2020-07-11T01:07:28.414994Z,in bed,
2020-07-11T01:15:35.528246Z,2020-07-11T01:15:35.528246Z,lights off,
2020-07-11T01:45:48.394139Z,2020-07-11T10:02:28.449655Z,asleep,
2020-07-11T10:29:43.765752Z,2020-07-11T10:29:43.765752Z,out of bed,
2020-07-11T10:52:42.078938Z,2020-07-11T10:52:42.078938Z,drink,with breakfast
2020-07-11T11:14:53.567320Z,2020-07-11T11:14:53.567320Z,caffeine,
2020-07-11T14:17:00.649068Z,2020-07-11T14:17:00.649068Z,meal,lunch
2020-07-11T16:29:45.395396Z,2020-07-11T16:29:45.395396Z,toilet,
2020-07-11T18:37:03.511680Z,2020-07-11T18:37:03.511680Z,meal,dinner
2020-07-11T19:04:05.130103Z,2020-07-11T19:04:05.130103Z,chocolate,
2020-07-12T00:05:21.877121Z,2020-07-12T00:05:21.877121Z,sleep aid,
2020-07-12T00:36:49.291804Z,2020-07-12T00:36:49.291804Z,lights off,
2020-07-12T00:44:36.329178Z,2020-07-12T10:44:38.472902Z,asleep,
2020-07-12T00:44:36.329178Z,2020-07-12T00:44:36.329178Z,in bed,
2020-07-12T00:44:36.329178Z,2020-07-12T00:44:36.329178Z,snack,
2020-07-12T11:17:02.323147Z,2020-07-12T11:17:02.323147Z,out of bed,
2020-07-12T11:50:00.065243Z,2020-07-12T11:50:00.065243Z,meal,breakfast
2020-07-12T11:50:00.065243Z,2020-07-12T11:50:00.065243Z,drink,with breakfast
2020-07-12T12:32:50.556368Z,2020-07-12T12:32:50.556368Z,caffeine,
2020-07-12T14:30:50.619001Z,2020-07-12T14:30:50.619001Z,meal,lunch
2020-07-12T18:10:59.456109Z,2020-07-12T18:10:59.456109Z,toilet,
2020-07-12T20:30:44.332820Z,2020-07-12T20:30:44.332820Z,meal,dinner
2020-07-12T21:58:01.222265Z,2020-07-12T21:58:01.222265Z,sleep aid,
2020-07-12T23:12:38.899257Z,2020-07-12T23:12:38.899257Z,lights off,
2020-07-12T23:15:19.417533Z,2020-07-13T08:03:00Z,asleep,
2020-07-12T23:15:19.417533Z,2020-07-12T23:15:19.417533Z,in bed,
2020-07-12T23:15:19.417533Z,2020-07-12T23:15:19.417533Z,snack,
2020-07-13T07:26:19.692670Z,2020-07-13T07:26:19.692670Z,night noise,
2020-07-13T08:00:00Z,2020-07-13T08:00:00Z,alarm,
2020-07-13T08:34:18.778220Z,2020-07-13T08:34:18.778220Z,out of bed,
2020-07-13T08:56:31.076046Z,2020-07-13T08:56:31.076046Z,meal,breakfast
2020-07-13T08:56:31.076046Z,2020-07-13T08:56:31.076046Z,drink,with breakfast
2020-07-13T15:31:56.462064Z,2020-07-13T15:31:56.462064Z,caffeine,
2020-07-13T15:42:42.087228Z,2020-07-13T15:42:42.087228Z,meal,dinner
2020-07-13T17:32:40.503838Z,2020-07-13T17:32:40.503838Z,snack,
2020-07-13T23:33:37.385824Z,2020-07-13T23:33:37.385824Z,sleep aid,
2020-07-14T00:22:43.170931Z,2020-07-14T00:22:43.170931Z,lights off,
2020-07-14T00:25:30.121024Z,2020-07-14T00:25:30.121024Z,in bed,
2020-07-14T00:27:51.173680Z,2020-07-14T08:03:00Z,asleep,
2020-07-14T08:00:00Z,2020-07-14T08:00:00Z,alarm,
2020-07-14T08:34:45.879076Z,2020-07-14T08:34:45.879076Z,out of bed,
2020-07-14T08:47:57.519436Z,2020-07-14T08:47:57.519436Z,meal,breakfast
2020-07-14T08:47:57.519436Z,2020-07-14T08:47:57.519436Z,drink,with breakfast
2020-07-14T12:26:14.431499Z,2020-07-14T12:26:14.431499Z,meal,lunch
2020-07-14T15:07:27.939174Z,2020-07-14T15:07:27.939174Z,chocolate,
2020-07-14T17:54:36.215854Z,2020-07-14T17:54:36.215854Z,meal,dinner
2020-07-14T19:57:59.875630Z,2020-07-14T19:57:59.875630Z,caffeine,
2020-07-14T22:26:19.426672Z,2020-07-14T22:26:19.426672Z,snack,
2020-07-14T23:27:01.144610Z,2020-07-14T23:27:01.144610Z,sleep aid,
2020-07-15T00:44:49.468169Z,2020-07-15T00:44:49.468169Z,in bed,
2020-07-15T01:03:12.483867Z,2020-07-15T01:03:12.483867Z,lights off,
2020-07-15T01:36:31.035653Z,2020-07-15T08:03:00Z,asleep,
2020-07-15T08:00:00Z,2020-07-15T08:00:00Z,alarm,
2020-07-15T08:00:34.173151Z,2020-07-15T08:00:34.173151Z,out of bed,
2020-07-15T08:05:34.173151Z,2020-07-15T08:05:34.173151Z,meal,breakfast
2020-07-15T08:05:34.173151Z,2020-07-15T08:05:34.173151Z,drink,with breakfast
2020-07-15T12:01:24.090297Z,2020-07-15T12:01:24.090297Z,meal,lunch
2020-07-15T13:15:31.564005Z,2020-07-15T13:15:31.564005Z,chocolate,
2020-07-15T16:16:29.283427Z,2020-07-15T16:16:29.283427Z,toilet,
2020-07-15T16:50:51.181544Z,2020-07-15T16:50:51.181544Z,meal,dinner
2020-07-15T21:41:45.920904Z,2020-07-15T21:41:45.920904Z,snack,
2020-07-16T01:11:09.405369Z,2020-07-16T01:11:09.405369Z,sleep aid,
2020-07-16T02:19:52.793633Z,2020-07-16T02:19:52.793633Z,lights off,
2020-07-16T02:28:34.791745Z,2020-07-16T08:03:00Z,asleep,
2020-07-16T02:28:34.791745Z,2020-07-16T02:28:34.791745Z,in bed,
2020-07-16T08:00:00Z,2020-07-16T08:00:00Z,alarm,
2020-07-16T08:35:49.679309Z,2020-07-16T08:35:49.679309Z,out of bed,
2020-07-16T08:59:30.296933Z,2020-07-16T08:59:30.296933Z,meal,breakfast
2020-07-16T08:59:30.296933Z,2020-07-16T08:59:30.296933Z,drink,with breakfast
2020-07-16T10:04:24.981222Z,2020-07-16T10:04:24.981222Z,chocolate,
2020-07-16T14:42:07.897631Z,2020-07-16T14:42:07.897631Z,meal,dinner
2020-07-16T15:09:21.694216Z,2020-07-16T15:09:21.694216Z,caffeine,
2020-07-16T15:17:28.651558Z,2020-07-16T15:17:28.651558Z,toilet,
2020-07-16T22:05:53.762032Z,2020-07-16T22:05:53.762032Z,snack,
2020-07-16T23:04:47.848330Z,2020-07-16T23:04:47.848330Z,sleep aid,
2020-07-16T23:41:38.978537Z,2020-07-16T23:41:38.978537Z,lights off,
2020-07-17T00:01:53.929869Z,2020-07-17T00:01:53.929869Z,in bed,
2020-07-17T00:21:37.524316Z,2020-07-17T08:03:00Z,asleep,
2020-07-17T08:00:00Z,2020-07-17T08:00:00Z,alarm,
2020-07-17T08:32:32.349135Z,2020-07-17T08:32:32.349135Z,out of bed,
2020-07-17T09:08:01.171308Z,2020-07-17T09:08:01.171308Z,meal,breakfast
2020-07-17T09:08:01.171308Z,2020-07-17T09:08:01.171308Z,drink,with breakfast
2020-07-17T10:00:04.075553Z,2020-07-17T10:00:04.075553Z,chocolate,
2020-07-17T11:29:40.620908Z,2020-07-17T11:29:40.620908Z,meal,lunch
2020-07-17T16:00:03.154973Z,2020-07-17T16:00:03.154973Z,caffeine,
2020-07-17T18:00:09.367873Z,2020-07-17T18:00:09.367873Z,meal,dinner
2020-07-17T18:33:35.729663Z,2020-07-17T18:33:35.729663Z,toilet,
2020-07-17T23:17:19.062878Z,2020-07-17T23:17:19.062878Z,lights off,
2020-07-17T23:39:53.202044Z,2020-07-17T23:39:53.202044Z,in bed,
2020-07-17T23:48:56.489088Z,2020-07-18T08:40:54.795640Z,asleep,
2020-07-18T01:17:29.989820Z,2020-07-18T01:17:29.989820Z,night noise,
2020-07-18T09:16:54.887570Z,2020-07-18T09:16:54.887570Z,out of bed,
2020-07-18T09:25:39.465982Z,2020-07-18T09:25:39.465982Z,meal,breakfast
2020-07-18T09:25:39.465982Z,2020-07-18T09:25:39.465982Z,drink,with breakfast
2020-07-18T09:36:27.977094Z,2020-07-18T09:36:27.977094Z,chocolate,
2020-07-18T12:40:40.548662Z,2020-07-18T12:40:40.548662Z,meal,lunch
2020-07-18T15:50:24.403327Z,2020-07-18T15:50:24.403327Z,caffeine,
2020-07-18T16:57:22.008294Z,2020-07-18T16:57:22.008294Z,meal,dinner
2020-07-18T22:26:21.102886Z,2020-07-18T22:26:21.102886Z,toilet,
2020-07-19T02:15:37.901759Z,2020-07-19T02:15:37.901759Z,in bed,
2020-07-19T02:23:31.021523Z,2020-07-19T02:23:31.021523Z,lights off,
2020-07-19T02:46:30.046724Z,2020-07-19T10:47:32.529194Z,asleep,
2020-07-19T11:00:38.630963Z,2020-07-19T11:00:38.630963Z,out of bed,
2020-07-19T11:05:38.630963Z,2020-07-19T11:05:38.630963Z,chocolate,
2020-07-19T11:17:28.011391Z,2020-07-19T11:17:28.011391Z,meal,breakfast
2020-07-19T11:17:28.011391Z,2020-07-19T11:17:28.011391Z,drink,with breakfast
2020-07-19T14:12:37.143386Z,2020-07-19T14:12:37.143386Z,caffeine,
2020-07-19T14:15:02.769229Z,2020-07-19T14:15:02.769229Z,meal,lunch
2020-07-19T17:02:32.590450Z,2020-07-19T17:02:32.590450Z,snack,
2020-07-19T17:33:09.402928Z,2020-07-19T17:33:09.402928Z,meal,dinner
2020-07-19T18:58:49.313387Z,2020-07-19T18:58:49.313387Z,toilet,
2020-07-20T00:54:45.486618Z,2020-07-20T00:54:45.486618Z,lights off,
2020-07-20T01:08:33.198664Z,2020-07-20T01:08:33.198664Z,in bed,
2020-07-20T01:08:33.198664Z,2020-07-20T01:08:33.198664Z,toilet,
2020-07-20T01:22:52.371233Z,2020-07-20T08:03:00Z,asleep,
2020-07-20T08:00:00Z,2020-07-20T08:00:00Z,alarm,
2020-07-20T08:35:57.315413Z,2020-07-20T08:35:57.315413Z,out of bed,
2020-07-20T09:11:38.807256Z,2020-07-20T09:11:38.807256Z,chocolate,
2020-07-20T09:37:01.438272Z,2020-07-20T09:37:01.438272Z,meal,breakfast
2020-07-20T09:37:01.438272Z,2020-07-20T09:37:01.438272Z,drink,with breakfast
2020-07-20T11:01:16.950446Z,2020-07-20T11:01:16.950446Z,caffeine,
2020-07-20T13:03:27.848752Z,2020-07-20T13:03:27.848752Z,meal,lunch
2020-07-20T18:12:45.797991Z,2020-07-20T18:12:45.797991Z,meal,dinner
2020-07-21T01:05:51.772343Z,2020-07-21T01:05:51.772343Z,sleep aid,
2020-07-21T01:38:34.501834Z,2020-07-21T01:38:34.501834Z,lights off,
2020-07-21T02:00:03.051997Z,2020-07-21T02:00:03.051997Z,in bed,
2020-07-21T02:51:06.968773Z,2020-07-21T08:03:00Z,asleep,
2020-07-21T05:00:21.455842Z,2020-07-21T05:00:21.455842Z,night noise,
2020-07-21T08:00:00Z,2020-07-21T08:00:00Z,alarm,
2020-07-21T08:32:55.468999Z,2020-07-21T08:32:55.468999Z,out of bed,
2020-07-21T09:23:35.395435Z,2020-07-21T09:23:35.395435Z,meal,breakfast
2020-07-21T09:23:35.395435Z,2020-07-21T09:23:35.395435Z,drink,with breakfast
2020-07-21T12:23:38.190388Z,2020-07-21T12:23:38.190388Z,chocolate,
2020-07-21T17:22:45.193227Z,2020-07-21T17:22:45.193227Z,meal,dinner
2020-07-21T22:12:51.540936Z,2020-07-21T22:12:51.540936Z,alcohol,
2020-07-22T00:14:21.743043Z,2020-07-22T00:14:21.743043Z,sleep aid,
2020-07-22T01:22:02.713129Z,2020-07-22T01:22:02.713129Z,lights off,
2020-07-22T01:27:01.701965Z,2020-07-22T01:27:01.701965Z,in bed,
2020-07-22T01:51:40.993359Z,2020-07-22T08:03:00Z,asleep,
2020-07-22T08:00:00Z,2020-07-22T08:00:00Z,alarm,
2020-07-22T08:50:27.229467Z,2020-07-22T08:50:27.229467Z,out of bed,
2020-07-22T08:55:27.229467Z,2020-07-22T08:55:27.229467Z,chocolate,
2020-07-22T09:21:06.567687Z,2020-07-22T09:21:06.567687Z,meal,breakfast
2020-07-22T09:21:06.567687Z,2020-07-22T09:21:06.567687Z,drink,with breakfast
2020-07-22T15:59:10.484646Z,2020-07-22T15:59:10.484646Z,caffeine,
2020-07-22T18:45:29.532270Z,2020-07-22T18:45:29.532270Z,snack,
2020-07-22T21:07:07.231590Z,2020-07-22T21:07:07.231590Z,toilet,
2020-07-22T23:39:40.974756Z,2020-07-22T23:39:40.974756Z,sleep aid,
2020-07-23T00:33:22.222806Z,2020-07-23T00:33:22.222806Z,in bed,
2020-07-23T00:33:24.187220Z,2020-07-23T00:33:24.187220Z,lights off,
2020-07-23T01:32:16.920903Z,2020-07-23T08:03:00Z,asleep,
2020-07-23T08:00:00Z,2020-07-23T08:00:00Z,alarm,
2020-07-23T08:13:46.568900Z,2020-07-23T08:13:46.568900Z,out of bed,
2020-07-23T08:18:46.568900Z,2020-07-23T08:18:46.568900Z,chocolate,
2020-07-23T08:36:57.590827Z,2020-07-23T08:36:57.590827Z,meal,breakfast
2020-07-23T08:36:57.590827Z,2020-07-23T08:36:57.590827Z,drink,with breakfast
2020-07-23T09:11:33.444927Z,2020-07-23T09:11:33.444927Z,caffeine,
2020-07-23T12:05:35.998943Z,2020-07-23T12:05:35.998943Z,meal,lunch
2020-07-23T14:03:48.071890Z,2020-07-23T14:03:48.071890Z,toilet,
2020-07-23T16:56:26.334306Z,2020-07-23T16:56:26.334306Z,snack,
2020-07-23T18:30:43.344327Z,2020-07-23T18:30:43.344327Z,meal,dinner
2020-07-23T23:17:41.285501Z,2020-07-23T23:17:41.285501Z,lights off,
2020-07-23T23:40:29.571264Z,2020-07-23T23:40:29.571264Z,in bed,
2020-07-23T23:45:26.299719Z,2020-07-24T08:03:00Z,asleep,
2020-07-24T08:00:00Z,2020-07-24T08:00:00Z,alarm,
2020-07-24T08:12:32.977032Z,2020-07-24T08:12:32.977032Z,out of bed,
2020-07-24T08:44:36.725136Z,2020-07-24T08:44:36.725136Z,meal,breakfast
2020-07-24T08:44:36.725136Z,2020-07-24T08:44:36.725136Z,drink,with breakfast
2020-07-24T12:11:34.126245Z,2020-07-24T12:11:34.126245Z,meal,lunch
2020-07-24T16:28:20.871841Z,2020-07-24T16:28:20.871841Z,meal,dinner
2020-07-24T17:53:14.151131Z,2020-07-24T17:53:14.151131Z,snack,
2020-07-24T19:16:35.672522Z,2020-07-24T19:16:35.672522Z,toilet,
2020-07-24T20:48:19.157533Z,2020-07-24T20:48:19.157533Z,chocolate,
2020-07-25T03:08:48.618696Z,2020-07-25T03:08:48.618696Z,lights off,
2020-07-25T03:32:47.883288Z,2020-07-25T03:32:47.883288Z,in bed,
2020-07-25T04:04:54.803906Z,2020-07-25T12:46:32.195221Z,asleep,
2020-07-25T13:47:35.213524Z,2020-07-25T13:47:35.213524Z,out of bed,
2020-07-25T13:52:35.213524Z,2020-07-25T13:52:35.213524Z,chocolate,
2020-07-25T14:14:20.863436Z,2020-07-25T14:14:20.863436Z,meal,breakfast
2020-07-25T14:14:20.863436Z,2020-07-25T14:14:20.863436Z,drink,with breakfast
2020-07-25T16:31:25.591182Z,2020-07-25T16:31:25.591182Z,meal,lunch
2020-07-25T16:41:30.865390Z,2020-07-25T16:41:30.865390Z,snack,
2020-07-25T21:52:30.942946Z,2020-07-25T21:52:30.942946Z,meal,dinner
2020-07-26T00:34:04.410598Z,2020-07-26T00:34:04.410598Z,lights off,
2020-07-26T01:17:44.699520Z,2020-07-26T01:17:44.699520Z,in bed,
2020-07-26T01:34:39.127887Z,2020-07-26T09:17:32.022771Z,asleep,
2020-07-26T05:21:49.983132Z,2020-07-26T05:21:49.983132Z,night noise,
2020-07-26T09:40:26.950617Z,2020-07-26T09:40:26.950617Z,out of bed,
2020-07-26T10:16:38.293954Z,2020-07-26T10:16:38.293954Z,meal,breakfast
2020-07-26T10:16:38.293954Z,2020-07-26T10:16:38.293954Z,drink,with breakfast
2020-07-26T13:15:34.667638Z,2020-07-26T13:15:34.667638Z,meal,lunch
2020-07-26T18:19:03.934855Z,2020-07-26T18:19:03.934855Z,snack,
2020-07-26T18:41:52.221317Z,2020-07-26T18:41:52.221317Z,meal,dinner
2020-07-26T23:42:02.705361Z,2020-07-26T23:42:02.705361Z,sleep aid,
2020-07-27T00:29:43.477259Z,2020-07-27T00:29:43.477259Z,lights off,
2020-07-27T00:41:06.013639Z,2020-07-27T00:41:06.013639Z,in bed,
2020-07-27T01:38:16.734813Z,2020-07-27T08:03:00Z,asleep,
2020-07-27T05:31:20.354867Z,2020-07-27T05:31:20.354867Z,night noise,
2020-07-27T08:00:00Z,2020-07-27T08:00:00Z,alarm,
2020-07-27T08:42:18.775427Z,2020-07-27T08:42:18.775427Z,out of bed,
2020-07-27T09:18:38.458906Z,2020-07-27T09:18:38.458906Z,meal,breakfast
2020-07-27T09:18:38.458906Z,2020-07-27T09:18:38.458906Z,drink,with breakfast
2020-07-27T17:08:22.460642Z,2020-07-27T17:08:22.460642Z,toilet,
2020-07-27T19:54:57.227114Z,2020-07-27T19:54:57.227114Z,snack,
2020-07-27T23:34:15.066316Z,2020-07-27T23:34:15.066316Z,in bed,
2020-07-27T23:35:07.049279Z,2020-07-27T23:35:07.049279Z,lights off,
2020-07-28T00:14:10.522341Z,2020-07-28T08:03:00Z,asleep,
2020-07-28T08:00:00Z,2020-07-28T08:00:00Z,alarm,
2020-07-28T08:35:20.151860Z,2020-07-28T08:35:20.151860Z,out of bed,
2020-07-28T08:51:16.562275Z,2020-07-28T08:51:16.562275Z,meal,breakfast
2020-07-28T08:51:16.562275Z,2020-07-28T08:51:16.562275Z,drink,with breakfast
2020-07-28T13:44:28.727215Z,2020-07-28T13:44:28.727215Z,caffeine,
2020-07-28T16:54:27.944427Z,2020-07-28T16:54:27.944427Z,meal,dinner
2020-07-28T19:39:32.639410Z,2020-07-28T19:39:32.639410Z,toilet,
2020-07-28T20:56:24.355173Z,2020-07-28T20:56:24.355173Z,toilet,
2020-07-28T23:33:54.552811Z,2020-07-28T23:33:54.552811Z,sleep aid,
2020-07-29T00:38:54.475006Z,2020-07-29T00:38:54.475006Z,in bed,
2020-07-29T00:53:37.727417Z,2020-07-29T00:53:37.727417Z,lights off,
2020-07-29T00:58:53.878688Z,2020-07-29T08:03:00Z,asleep,
2020-07-29T08:00:00Z,2020-07-29T08:00:00Z,alarm,
2020-07-29T08:36:43.770653Z,2020-07-29T08:36:43.770653Z,out of bed,
2020-07-29T09:16:36.559360Z,2020-07-29T09:16:36.559360Z,meal,breakfast
2020-07-29T09:16:36.559360Z,2020-07-29T09:16:36.559360Z,drink,with breakfast
2020-07-29T10:23:20.363833Z,2020-07-29T10:23:20.363833Z,chocolate,
2020-07-29T12:45:17.523348Z,2020-07-29T12:45:17.523348Z,meal,lunch
2020-07-29T17:09:04.229982Z,2020-07-29T17:09:04.229982Z,toilet,
2020-07-29T19:27:27.812084Z,2020-07-29T19:27:27.812084Z,meal,dinner
2020-07-30T00:48:01.710337Z,2020-07-30T00:48:01.710337Z,lights off,
2020-07-30T00:49:11.024284Z,2020-07-30T00:49:11.024284Z,in bed,
2020-07-30T02:24:27.100907Z,2020-07-30T08:03:00Z,asleep,
2020-07-30T08:00:00Z,2020-07-30T08:00:00Z,alarm,
